"identifikator","nazev","ico","n_osoba_v_cele","osoba_type","osoba_jmeno","pravni_forma","nazev_pravni_formy"
"00266566","Obec Proboštov","00266566",1,"osoba","JANA ŽIVOTOVÁ","právní-forma/801","Obec"
"00673161","Obec Račetice","00673161",1,"osoba","ANTONÍN BARTOŇ","právní-forma/801","Obec"
"00256714","Obec Chválenice","00256714",1,"osoba","PAVEL KVÍDERA","právní-forma/801","Obec"
"00574066","Obec Líšina","00574066",0,NA,NA,"právní-forma/801","Obec"
"00663964","Obec Lhota","00663964",1,"osoba","VĚRA NEDVĚDOVÁ","právní-forma/801","Obec"
"00232131","Obec Libež","00232131",1,"osoba","DAVID KNĚŽÍK","právní-forma/801","Obec"
"00640549","Obec Libovice","00640549",1,"osoba","PETR IBL","právní-forma/801","Obec"
"00244007","Obec Lišany","00244007",1,"osoba","DANA MEDŘICKÁ","právní-forma/801","Obec"
"00256943","Obec Míšov","00256943",1,"osoba","PAVLÍNA KORDOVÁ","právní-forma/801","Obec"
"00572225","Obec Mnichov","00572225",1,"osoba","KAREL ČERNÝ","právní-forma/801","Obec"
"00256951","Obec Mohelnice","00256951",1,"osoba","BRONISLAV HULEC","právní-forma/801","Obec"
"00258164","Obec Nekmíř","00258164",1,"osoba","JOSEF URBÁNEK","právní-forma/801","Obec"
"00573922","Obec Němčovice","00573922",1,"osoba","KAREL FERSCHMANN","právní-forma/801","Obec"
"00572187","Obec Nevolice","00572187",1,"osoba","JOSEF VELEK","právní-forma/801","Obec"
"00573370","Obec Nezdice","00573370",1,"osoba","HANA BOUCHNEROVÁ","právní-forma/801","Obec"
"00573574","Obec Obytce","00573574",1,"osoba","ZDEŇKA VLČKOVÁ","právní-forma/801","Obec"
"00258954","Obec Osek","00258954",1,"osoba","JAROSLAV PEROUTKA","právní-forma/801","Obec"
"00572161","Obec Pelechy","00572161",1,"osoba","HANA VÁCHALOVÁ","právní-forma/801","Obec"
"00064581","HLAVNÍ MĚSTO PRAHA","00064581",1,"osoba","BOHUSLAV SVOBODA","právní-forma/804","Kraj"
"00231126","Městská část Praha 11","00231126",1,"osoba","ŠÁRKA ZDEŇKOVÁ","právní-forma/811","Městská část, městský obvod"
"00231151","Městská část Praha 12","00231151",1,"osoba","VOJTĚCH KOS","právní-forma/811","Městská část, městský obvod"
"00231223","Městská část Praha 17","00231223",1,"osoba","ALENA KOPEJTKOVÁ","právní-forma/811","Městská část, městský obvod"
"00231321","Městská část Praha 18","00231321",1,"osoba","ZDENĚK KUČERA","právní-forma/811","Městská část, městský obvod"
"00063461","Městská část Praha 2","00063461",1,"osoba","JAN KORSESKA","právní-forma/811","Městská část, městský obvod"
"00240923","Městská část Praha 21","00240923",1,"osoba","MICHAL HAZDRA","právní-forma/811","Městská část, městský obvod"
"00636681","Obec Vážany","00636681",1,"osoba","DUŠAN KADERKA","právní-forma/801","Obec"
"00297852","Město Frenštát pod Radhoštěm","00297852",1,"osoba","JAN REJMAN","právní-forma/801","Obec"
"00237264","Obec Velký Borek","00237264",1,"osoba","HELENA VAVŘINOVÁ","právní-forma/801","Obec"
"00256986","Město Nepomuk","00256986",1,"osoba","VLADIMÍR VOKURKA","právní-forma/801","Obec"
"00232963","Město Votice","00232963",1,"osoba","IVA MALÁ","právní-forma/801","Obec"
"00296295","Obec Roudno","00296295",1,"osoba","DAGMAR STAŇKOVÁ","právní-forma/801","Obec"
"00298514","Obec Trojanovice","00298514",1,"osoba","JIŘÍ NOVOTNÝ","právní-forma/801","Obec"
"00266485","Obec Mikulov","00266485",1,"osoba","STANISLAV NĚMEC","právní-forma/801","Obec"
"00266639","Obec Újezdeček","00266639",1,"osoba","KVĚTOSLAV KOUTNÍK","právní-forma/801","Obec"
"00509159","Obec Strážiště","00509159",1,"osoba","ROMAN RAJTR","právní-forma/801","Obec"
"00244252","Obec Příčina","00244252",1,"osoba","TOMÁŠ KUBIČKA","právní-forma/801","Obec"
"00373605","Obec Zelená Hora","00373605",1,"osoba","VOJTĚCH ŠÍREK","právní-forma/801","Obec"
"00259314","Město Habartov","00259314",1,"osoba","PETR JANURA","právní-forma/801","Obec"
"00255050","Město Teplá","00255050",1,"osoba","KAREL HERMANN","právní-forma/801","Obec"
"00275417","MĚSTO SOLNICE","00275417",1,"osoba","JAN HOSTINSKÝ","právní-forma/801","Obec"
"00635341","Obec Měrotín","00635341",1,"osoba","MIROSLAVA VAŇKOVÁ","právní-forma/801","Obec"
"00635871","Obec Nemile","00635871",1,"osoba","PETR ŠIMEK","právní-forma/801","Obec"
"00259284","Obec Citice","00259284",1,"osoba","VÁCLAV MACH","právní-forma/801","Obec"
"00582948","Obec Kožlí","00582948",1,"osoba","FILIP PEŠEK","právní-forma/801","Obec"
"00481670","Obec Jenčice","00481670",1,"osoba","KAREL GUTWIRT","právní-forma/801","Obec"
"00831964","Obec Ludvíkovice","00831964",1,"osoba","PETR STŘELKA","právní-forma/801","Obec"
"00265373","Obec Počedělice","00265373",1,"osoba","JANA KOTOUČOVÁ","právní-forma/801","Obec"
"00581348","Obec Hosty","00581348",1,"osoba","PAVLA HLADEČKOVÁ","právní-forma/801","Obec"
"00246964","Obec Kunžak","00246964",1,"osoba","PETR KRÁL","právní-forma/801","Obec"
"00297445","Obec Dětmarovice","00297445",1,"osoba","LADISLAV ROSMAN","právní-forma/801","Obec"
"00556211","Obec Chotiměř","00556211",1,"osoba","JAKUB WAJSHAJTL","právní-forma/801","Obec"
"00573248","Obec Jenišov","00573248",1,"osoba","JIŘÍ STEHLÍK","právní-forma/801","Obec"
"00278190","Město Pilníkov","00278190",1,"osoba","JOSEF ČERVENÝ","právní-forma/801","Obec"
"00263796","Obec Klapý","00263796",1,"osoba","ROMANA ALBRECHTOVÁ","právní-forma/801","Obec"
"00266132","Obec Polerady","00266132",1,"osoba","PETR MAYER","právní-forma/801","Obec"
"00576255","Obec Přáslavice","00576255",1,"osoba","JITKA IVANOVÁ","právní-forma/801","Obec"
"00850659","Obec Výkleky","00850659",1,"osoba","KATEŘINA JANDOVÁ","právní-forma/801","Obec"
"00580465","Obec Chrtníky","00580465",1,"osoba","ONDŘEJ AUGUSTIN","právní-forma/801","Obec"
"00488437","Obec Čeložnice","00488437",1,"osoba","JAN ZBOŘIL","právní-forma/801","Obec"
"00291757","Obec Habrovany","00291757",1,"osoba","JAROSLAVA STEJSKALOVÁ","právní-forma/801","Obec"
"00240401","Obec Kunice","00240401",1,"osoba","JAN RUBEŠ","právní-forma/801","Obec"
"00509744","Obec Malá Víska","00509744",1,"osoba","MARTINA SITNEROVÁ","právní-forma/801","Obec"
"00377759","Obec Kozlany","00377759",1,"osoba","JAROSLAV MRŇA","právní-forma/801","Obec"
"00653691","Obec Bezděkov nad Metují","00653691",1,"osoba","MIROSLAV MAROUL","právní-forma/801","Obec"
"00579165","OBEC POLOM","00579165",1,"osoba","JOSEF ŠALDA","právní-forma/801","Obec"
"00635537","Obec Kružberk","00635537",1,"osoba","MIROSLAV KLIMČÍK","právní-forma/801","Obec"
"00473901","Obec Velká Lečice","00473901",1,"osoba","PATRICIE SVOBODOVÁ","právní-forma/801","Obec"
"00298697","Obec Bohuňovice","00298697",1,"osoba","JIŘÍ SLEPICA","právní-forma/801","Obec"
"00275689","Obec Háje nad Jizerou","00275689",1,"osoba","JAROSLAV KŘAPKA","právní-forma/801","Obec"
"00572934","Obec Hlince","00572934",1,"osoba","PETR JIRÁSEK","právní-forma/801","Obec"
"00265969","Obec Klíny","00265969",1,"osoba","ZDĚNKA NĚMEČKOVÁ","právní-forma/801","Obec"
"00856606","Obec Běstovice","00856606",1,"osoba","DENISA BALÁŠOVÁ","právní-forma/801","Obec"
"46687700","Obec Lažany","46687700",1,"osoba","PETR PROKOP","právní-forma/801","Obec"
"00665665","Obec Mojné","00665665",1,"osoba","JAN HOMOLKA","právní-forma/801","Obec"
"00534650","Obec Bělá","00534650",1,"osoba","MARTIN HILTAVSKÝ","právní-forma/801","Obec"
"00299871","Obec Brumovice","00299871",1,"osoba","FRANTIŠEK KUČA","právní-forma/801","Obec"
"00583006","Obec Drslavice","00583006",1,"osoba","MIROSLAV DOČKAL","právní-forma/801","Obec"
"00666378","Obec Hamr","00666378",1,"osoba","TOMÁŠ PANENKA","právní-forma/801","Obec"
"00512621","Obec Hodonice","00512621",1,"osoba","MARTINA DVOŘÁKOVÁ","právní-forma/801","Obec"
"00582867","Obec Turovec","00582867",1,"osoba","PAVEL PROKOP","právní-forma/801","Obec"
"00667234","Obec Vesce","00667234",1,"osoba","MARTIN NOVÁK","právní-forma/801","Obec"
"00511994","Obec Vlksice","00511994",1,"osoba","ZDEŇKA SLÁDKOVÁ","právní-forma/801","Obec"
"00667277","Obec Zadní Střítež","00667277",1,"osoba","JANA IVASČENKOVÁ","právní-forma/801","Obec"
"00285749","Obec Dobronín","00285749",1,"osoba","IVAN SEHNAL","právní-forma/801","Obec"
"00267571","Obec Jeřišno","00267571",1,"osoba","DAGMAR VAŇKOVÁ","právní-forma/801","Obec"
"45331006","Obec Lhůta","45331006",1,"osoba","MARKÉTA ZUČKOVÁ","právní-forma/801","Obec"
"42634563","Obec Zadní Vydří","42634563",1,"osoba","JITKA KIESSLINGOVÁ","právní-forma/801","Obec"
"00284211","Obec Mysločovice","00284211",1,"osoba","PETR JURÁŠEK","právní-forma/801","Obec"
"00287687","Obec Roštění","00287687",1,"osoba","MARTIN ŠKRABALA","právní-forma/801","Obec"
"00301213","Městys Dřevohostice","00301213",1,"osoba","PETR DOSTÁL","právní-forma/801","Obec"
"00666505","Obec Ponědraž","00666505",1,"osoba","MIROSLAV HROŠEK","právní-forma/801","Obec"
"00273325","Obec Bezděkov","00273325",1,"osoba","JAROSLAV MUDRUŇKA","právní-forma/801","Obec"
"47478179","Obec Staré Hrady","47478179",1,"osoba","ZDENĚK ŠVORC","právní-forma/801","Obec"
"00568651","Obec Machová","00568651",1,"osoba","VLADIMÍR VELÍSEK","právní-forma/801","Obec"
"00272078","Obec Samšina","00272078",1,"osoba","JIŘÍ KNÍŽEK","právní-forma/801","Obec"
"00270903","Město Skuteč","00270903",1,"osoba","JAROSLAV HETFLEIŠ","právní-forma/801","Obec"
"00243825","Město Jesenice","00243825",1,"osoba","JAN POLÁK","právní-forma/801","Obec"
"00247561","Město Suchdol nad Lužnicí","00247561",1,"osoba","PAVEL MRÁČEK","právní-forma/801","Obec"
"00262021","Město Mašťov","00262021",1,"osoba","DRAHOMÍRA NOVÁKOVÁ","právní-forma/801","Obec"
"00289329","Obec Dukovany","00289329",1,"osoba","MIROSLAV KŘIŠŤÁL","právní-forma/801","Obec"
"00267503","Obec Hradec","00267503",1,"osoba","HANA HOSKOVCOVÁ","právní-forma/801","Obec"
"00267716","Městys Krucemburk","00267716",1,"osoba","OTTO KOHOUT","právní-forma/801","Obec"
"00293881","Město Znojmo","00293881",1,"osoba","IVANA SOLAŘOVÁ","právní-forma/801","Obec"
"00636321","Obec Lazníčky","00636321",1,"osoba","PAVLÍNA KUBÍKOVÁ","právní-forma/801","Obec"
"00509167","Obec Neveklovice","00509167",1,"osoba","JAN RŮTA","právní-forma/801","Obec"
"00486264","Obec Přestavlky","00486264",1,"osoba","ROMANA KROUTILOVÁ","právní-forma/801","Obec"
"00273783","Obec Kojice","00273783",1,"osoba","DAVID MORÁVEK","právní-forma/801","Obec"
"00275816","Obec Kacanovy","00275816",1,"osoba","MARCELA ČERVOVÁ","právní-forma/801","Obec"
"00666904","Obec Rosička","00666904",1,"osoba","JIŘÍ HRNEČEK","právní-forma/801","Obec"
"00581453","Obec Mazelov","00581453",1,"osoba","ŠTĚPÁNKA CHUDÁ","právní-forma/801","Obec"
"00179671","Obec Víska","00179671",1,"osoba","LUDĚK FIKAR","právní-forma/801","Obec"
"00640719","Obec Klínec","00640719",1,"osoba","MARKÉTA POLÍVKOVÁ","právní-forma/801","Obec"
"00599352","Obec Daňkovice","00599352",1,"osoba","MARTIN BUREŠ","právní-forma/801","Obec"
"00242004","Město Březnice","00242004",1,"osoba","PETR PROCHÁZKA","právní-forma/801","Obec"
"00599883","Obec Tišnovská Nová Ves","00599883",1,"osoba","PETRA JAKEŠOVÁ","právní-forma/801","Obec"
"00555886","Obec Velká Bukovina","00555886",1,"osoba","JAROSLAV KUCHAROVIČ","právní-forma/801","Obec"
"00639915","Obec Malinová","00639915",1,"osoba","JAROSLAVA ČECHOVÁ","právní-forma/801","Obec"
"00279820","Obec Zářecká Lhota","00279820",1,"osoba","PETR KAZDA","právní-forma/801","Obec"
"00258725","Město Hrádek","00258725",1,"osoba","MARCELA SOBOTKOVÁ","právní-forma/801","Obec"
"00256153","Město Švihov","00256153",1,"osoba","VÁCLAV PETRUS","právní-forma/801","Obec"
"00292915","Obec Jaroslavice","00292915",1,"osoba","PETR ZÁLEŠÁK","právní-forma/801","Obec"
"00637432","Obec Miroslavské Knínice","00637432",1,"osoba","PETR PŘÍKAZSKÝ","právní-forma/801","Obec"
"00256676","Obec Chocenice","00256676",1,"osoba","VLASTIMIL ŠTĚTINA","právní-forma/801","Obec"
"00244856","Obec Dubné","00244856",1,"osoba","BOŽENA KUDLÁČKOVÁ","právní-forma/801","Obec"
"00256528","Obec Čižice","00256528",1,"osoba","MILAN NEKOLA","právní-forma/801","Obec"
"00848468","Obec Hladké Životice","00848468",1,"osoba","IRENA RAVČUKOVÁ","právní-forma/801","Obec"
"00572632","Obec Nová Ves","00572632",1,"osoba","ŠÁRKA KRAFTOVÁ","právní-forma/801","Obec"
