"identifikator","nazev","ico","n_osoba_v_cele","osoba_type","osoba_jmeno","pravni_forma","nazev_pravni_formy"
"00241032","Obec Zdiby","00241032",1,"osoba","EVA SLAVÍKOVÁ","právní-forma/801","Obec"
"00640140","Obec Herink","00640140",1,"osoba","KAREL ZEMAN","právní-forma/801","Obec"
"00234397","Obec Hostouň","00234397",1,"osoba","MARTIN KRÁTKÝ","právní-forma/801","Obec"
"00636711","Obec Kněževes","00636711",0,NA,NA,"právní-forma/801","Obec"
"00485365","Obec Třibřichy","00485365",1,"osoba","JAROMIL MÁDLO","právní-forma/801","Obec"
"00374458","Obec Rosička","00374458",1,"osoba","GABRIELA FILIPI","právní-forma/801","Obec"
"00842354","Obec Sklené","00842354",1,"osoba","JOSEF HUŠEK","právní-forma/801","Obec"
"00580121","Obec Úhořilka","00580121",0,NA,NA,"právní-forma/801","Obec"
"66144540","Obec Nové Sedlice","66144540",1,"osoba","ZUZANA ROHOVSKÁ","právní-forma/801","Obec"
"00297666","Obec Těrlicko","00297666",1,"osoba","DAVID BIEGUN","právní-forma/801","Obec"
"00291374","Obec Suchá Loz","00291374",1,"osoba","VÁCLAV BUJÁČEK","právní-forma/801","Obec"
"00290696","Obec Výčapy","00290696",1,"osoba","ZDENĚK VOLTR","právní-forma/801","Obec"
"00257931","Obec Kozojedy","00257931",1,"osoba","DAGMAR PŘIBYLOVÁ","právní-forma/801","Obec"
"00572357","Obec Kvíčovice","00572357",1,"osoba","JAN BOSTL","právní-forma/801","Obec"
"00572918","Obec Lochousice","00572918",1,"osoba","LUCIE OPAVOVÁ","právní-forma/801","Obec"
"00292311","Město Slavkov u Brna","00292311",1,"osoba","MICHAL BOUDNÝ","právní-forma/801","Obec"
"00274879","Město Dobruška","00274879",1,"osoba","MIROSLAV SIXTA","právní-forma/801","Obec"
"00290491","Městys Stařeč","00290491",1,"osoba","ČESTMÍR LINHART","právní-forma/801","Obec"
"00289311","Obec Domamil","00289311",1,"osoba","LUKÁŠ KISELA","právní-forma/801","Obec"
"00248215","Obec Hořepník","00248215",1,"osoba","VLADIMÍR KOTÝNEK","právní-forma/801","Obec"
"00667706","Obec Milejovice","00667706",1,"osoba","SVATAVA TICHOPÁDOVÁ","právní-forma/801","Obec"
"00296759","Město Jablunkov","00296759",1,"osoba","JIŘÍ HAMROZI","právní-forma/801","Obec"
"00240079","Město Brandýs nad Labem-Stará Boleslav","00240079",1,"osoba","ROBERT PECHA","právní-forma/801","Obec"
"00237051","Město Mělník","00237051",1,"osoba","TOMÁŠ MARTINEC","právní-forma/801","Obec"
"00231819","Obec Hvězdonice","00231819",1,"osoba","JAN ŠKODA","právní-forma/801","Obec"
"00509728","Obec Lhotka","00509728",1,"osoba","TOMÁŠ HEJDUK","právní-forma/801","Obec"
"00512036","Obec Dolní Novosedly","00512036",1,"osoba","ZDENĚK VITUJ","právní-forma/801","Obec"
"00274771","OBEC BYZHRADEC","00274771",1,"osoba","JOSEF KUBEC","právní-forma/801","Obec"
"00512915","Obec Báňovice","00512915",1,"osoba","MARIE FUČÍKOVÁ","právní-forma/801","Obec"
"00281204","Obec Vavřinec","00281204",1,"osoba","PETR NEČAS","právní-forma/801","Obec"
"00599476","Obec Kadov","00599476",1,"osoba","JIŘÍ LAUSCH","právní-forma/801","Obec"
"00285064","Obec Louka","00285064",1,"osoba","LIBOR KOLACIA","právní-forma/801","Obec"
"00653349","OBEC LUŽANY","00653349",1,"osoba","LADA VOZANDYCHOVÁ","právní-forma/801","Obec"
"00636452","Obec Oprostovice","00636452",1,"osoba","JARMILA MICHÁLKOVÁ","právní-forma/801","Obec"
"00288624","Obec Pivín","00288624",1,"osoba","KAMIL ŠTĚTAŘ","právní-forma/801","Obec"
"00636487","Obec Provodovice","00636487",1,"osoba","MICHAELA HRADILOVÁ","právní-forma/801","Obec"
"00287156","Obec Dřínov","00287156",1,"osoba","JAN KIZA","právní-forma/801","Obec"
"00568562","Obec Hostišová","00568562",1,"osoba","MICHAELA NOVÁKOVÁ","právní-forma/801","Obec"
"46276076","OBEC KARLOVICE","46276076",1,"osoba","LUBOMÍR ŘEHŮŘEK","právní-forma/801","Obec"
"00291072","Obec Kudlovice","00291072",1,"osoba","RENATA ČECHMÁNKOVÁ","právní-forma/801","Obec"
"00568619","Obec Lhotsko","00568619",1,"osoba","HANA GERŽOVÁ","právní-forma/801","Obec"
"00288501","MĚSTYS NEZAMYSLICE","00288501",1,"osoba","VLASTIMIL MICHLÍČEK","právní-forma/801","Obec"
"00636118","Obec Bezuchov","00636118",1,"osoba","ZDENĚK POSPÍŠILÍK","právní-forma/801","Obec"
"00636142","Obec Bohuslávky","00636142",1,"osoba","JAN JENIŠ","právní-forma/801","Obec"
"00288411","Obec Laškov","00288411",1,"osoba","DAVID KOVÁŘ","právní-forma/801","Obec"
"00302953","Obec Loučná nad Desnou","00302953",1,"osoba","PETRA HARAZÍMOVÁ","právní-forma/801","Obec"
"00236233","Obec Miskovice","00236233",1,"osoba","PETR HENČL","právní-forma/801","Obec"
"00232271","Obec Mrač","00232271",1,"osoba","FRANTIŠEK ZVOLSKÝ","právní-forma/801","Obec"
"00662259","Obec Nedomice","00662259",1,"osoba","JITKA ŠTYKSOVÁ","právní-forma/801","Obec"
"00509787","Obec Nesvačily","00509787",1,"osoba","MIROSLAV HORA","právní-forma/801","Obec"
"00235580","Obec Nová Ves I","00235580",1,"osoba","MILOSLAV ZAPLETAL","právní-forma/801","Obec"
"00242918","Obec Obecnice","00242918",1,"osoba","JOSEF KARAS","právní-forma/801","Obec"
"00235334","Město Český Brod","00235334",1,"osoba","TOMÁŠ KLINECKÝ","právní-forma/801","Obec"
"00233242","Město Hořovice","00233242",1,"osoba","VĚRA VEVERKOVÁ","právní-forma/801","Obec"
"00235440","Město Kolín","00235440",1,"osoba","MICHAEL KAŠPAR","právní-forma/801","Obec"
"00236977","Město Kralupy nad Vltavou","00236977",1,"osoba","LIBOR LESÁK","právní-forma/801","Obec"
"00239402","Město Lysá nad Labem","00239402",1,"osoba","KAREL MAREK","právní-forma/801","Obec"
"00238309","Město Mnichovo Hradiště","00238309",1,"osoba","JIŘÍ PLÍHAL","právní-forma/801","Obec"
"00237108","Město Neratovice","00237108",1,"osoba","ROMAN KROUŽECKÝ","právní-forma/801","Obec"
"00239640","Město Poděbrady","00239640",1,"osoba","ROMAN SCHULZ","právní-forma/801","Obec"
"00243132","Město Příbram","00243132",1,"osoba","JAN KONVALINKA","právní-forma/801","Obec"
"00240702","Město Říčany","00240702",1,"osoba","DAVID MICHALIČKA","právní-forma/801","Obec"
"00266230","Město Bílina","00266230",1,"osoba","ZUZANA SCHWARZ BAŘTIPÁNOVÁ","právní-forma/801","Obec"
"00580619","Obec Stéblová","00580619",1,"osoba","VLADIMÍR EXNER","právní-forma/801","Obec"
"00277487","Obec Telecí","00277487",1,"osoba","JAROSLAV ŠIMON","právní-forma/801","Obec"
"00257729","Obec Druztová","00257729",1,"osoba","ROMAN KOHOUT","právní-forma/801","Obec"
"00265845","Obec Braňany","00265845",1,"osoba","PETR ŠKANTA","právní-forma/801","Obec"
"00265870","Obec Český Jiřetín","00265870",1,"osoba","PAVEL VESELÝ","právní-forma/801","Obec"
"00263486","Obec Čížkovice","00263486",1,"osoba","ANDREA SKRUŽNÁ","právní-forma/801","Obec"
"00261840","Obec Domašín","00261840",1,"osoba","ALEŠ OLBRAM HOFFMANN","právní-forma/801","Obec"
"00526142","Obec Hlinná","00526142",1,"osoba","MARTIN UŠALA","právní-forma/801","Obec"
"00261921","Obec Kalek","00261921",1,"osoba","TOMÁŠ NEDVĚD","právní-forma/801","Obec"
"00265071","Obec Krásný Dvůr","00265071",1,"osoba","LEA JANDOVÁ","právní-forma/801","Obec"
"47786663","Obec Libočany","47786663",1,"osoba","IVAN TEUBER","právní-forma/801","Obec"
"00666424","Obec Horní Slatina","00666424",1,"osoba","JANA VALSOVÁ","právní-forma/801","Obec"
"00249670","Obec Hrazany","00249670",1,"osoba","LUBOŠ BOLEK","právní-forma/801","Obec"
"00666432","Obec Jilem","00666432",1,"osoba","JAROSLAV ŠLESINGER","právní-forma/801","Obec"
"00295931","Obec Dětřichov nad Bystřicí","00295931",1,"osoba","JAROSLAV VANDAS","právní-forma/801","Obec"
"00296635","Obec Fryčovice","00296635",1,"osoba","PAVEL JANŠA","právní-forma/801","Obec"
"00667757","Obec Nišovice","00667757",1,"osoba","HANA VÁŇOVÁ","právní-forma/801","Obec"
"00274283","Obec Srch","00274283",1,"osoba","ROMAN BEZDIČKA","právní-forma/801","Obec"
"00640042","Obec Květnice","00640042",1,"osoba","LENKA HOUŽVIČKOVÁ","právní-forma/801","Obec"
"00296414","Obec Třemešná","00296414",1,"osoba","ZBYŠEK PECHÁČEK","právní-forma/801","Obec"
"00268747","OBEC DOLNÍ PŘÍM","00268747",1,"osoba","PETR ŠVASTA","právní-forma/801","Obec"
"00296082","Obec Jiříkov","00296082",1,"osoba","BARBORA ŠKRBELOVÁ KRÁTKÁ","právní-forma/801","Obec"
"00232599","Obec Rabyně","00232599",1,"osoba","LUBOŠ MAŠEK","právní-forma/801","Obec"
"00270369","Obec Leština","00270369",1,"osoba","JAN MELŠA","právní-forma/801","Obec"
"00270563","Obec Nabočany","00270563",1,"osoba","FRANTIŠEK KAMENÍK","právní-forma/801","Obec"
"00583537","Obec Rovná","00583537",1,"osoba","JIŘÍ CHODÚR","právní-forma/801","Obec"
"00581330","Obec Horní Kněžeklady","00581330",1,"osoba","JOSEF DRN","právní-forma/801","Obec"
"00252816","Obec Roudná","00252816",1,"osoba","EVA KROPÁČKOVÁ","právní-forma/801","Obec"
"00600121","Obec Bezkov","00600121",1,"osoba","MAREK POKORNÝ","právní-forma/801","Obec"
"00581216","Obec Čakov","00581216",1,"osoba","LENKA ŠIŠPELOVÁ","právní-forma/801","Obec"
"00251691","Obec Předslavice","00251691",1,"osoba","VLADIMÍR KOMRSKA","právní-forma/801","Obec"
"00666921","Obec Světce","00666921",1,"osoba","ZDENĚK TUREK","právní-forma/801","Obec"
"00240044","Městská část Praha-Běchovice","00240044",1,"osoba","ONDŘEJ MARTAN","právní-forma/811","Městská část, městský obvod"
"00274801","Obec Černíkovice","00274801",1,"osoba","ZDENKA JEDLINSKÁ","právní-forma/801","Obec"
"00578355","OBEC CHYJICE","00578355",1,"osoba","ROMANA MEDVEĎOVÁ","právní-forma/801","Obec"
"00263125","Obec Příšovice","00263125",1,"osoba","FRANTIŠEK DRBOHLAV","právní-forma/801","Obec"
"00573531","Obec Javor","00573531",1,"osoba","DITA BYTELOVÁ","právní-forma/801","Obec"
"00512958","Obec Dolní Žďár","00512958",1,"osoba","BOHUSLAV BEDNÁŘ","právní-forma/801","Obec"
"00637556","Obec Litostrov","00637556",1,"osoba","JOSEF TRNKA","právní-forma/801","Obec"
"00368679","Obec Podbřežice","00368679",1,"osoba","RADOVAN BRTNÍK","právní-forma/801","Obec"
"00526134","Obec Lukavec","00526134",1,"osoba","TOMÁŠ ŠENFELDR","právní-forma/801","Obec"
"00236012","Obec Církvice","00236012",1,"osoba","JIŘÍ VOLENEC","právní-forma/801","Obec"
"00239054","Obec Dlouhopolsko","00239054",1,"osoba","HANA MÍČOVÁ","právní-forma/801","Obec"
"00244732","Statutární město České Budějovice","00244732",1,"osoba","DAGMAR ŠKODOVÁ PARMOVÁ","právní-forma/801","Obec"
"00583511","Obec Nová Buková","00583511",1,"osoba","PAVEL TUNKL","právní-forma/801","Obec"
"00378585","Obec Sedlec","00378585",1,"osoba","PAVEL PETRÁK","právní-forma/801","Obec"
"00579254","OBEC LIBEL","00579254",1,"osoba","PETRA KRÁLÍČKOVÁ","právní-forma/801","Obec"
"00578495","Obec Ostružno","00578495",1,"osoba","JIŘÍ RICHTER","právní-forma/801","Obec"
"00272175","Obec Střevač","00272175",1,"osoba","JAROSLAVA RYCHNOVÁ","právní-forma/801","Obec"
"00235351","Obec Dolní Chvatliny","00235351",1,"osoba","ZDENĚK ŠTIKA","právní-forma/801","Obec"
"00290602","OBEC TŘEBELOVICE","00290602",1,"osoba","JANA FRÜHAUFOVÁ","právní-forma/801","Obec"
"00238295","Statutární město Mladá Boleslav","00238295",1,"osoba","RADUAN NWELATI","právní-forma/801","Obec"
"00262668","Obec Bílá","00262668",1,"osoba","VÁCLAV NAJMAN","právní-forma/801","Obec"
"44164343","Obec Lužice","44164343",1,"osoba","TOMÁŠ KLÁSEK","právní-forma/801","Obec"
"00636932","Obec Pravice","00636932",1,"osoba","VĚRA STASTNY","právní-forma/801","Obec"
"00640506","Obec Kutrovice","00640506",1,"osoba","ŠÁRKA MAŤÁTKOVÁ","právní-forma/801","Obec"
"00662275","Obec Lhotka","00662275",1,"osoba","MIROSLAV PELTRAM","právní-forma/801","Obec"
"00509281","Obec Loukov","00509281",1,"osoba","ROMAN BROŽ","právní-forma/801","Obec"
"00236632","Obec Zbizuby","00236632",1,"osoba","HELENA BURIÁNKOVÁ","právní-forma/801","Obec"
"00640468","Obec Zichovec","00640468",1,"osoba","IVAN HUSÁK","právní-forma/801","Obec"
"00242195","Obec Dublovice","00242195",1,"osoba","JANA DUFKOVÁ","právní-forma/801","Obec"
"00577049","Obec Nošovice","00577049",1,"osoba","JIŘÍ MYŠINSKÝ","právní-forma/801","Obec"
"00235814","Obec Tuchoraz","00235814",1,"osoba","MIROSLAV DEŽO","právní-forma/801","Obec"
"48430749","Obec Bílov","48430749",1,"osoba","ZDENĚK FUSIK","právní-forma/801","Obec"
"00510530","Obec Káraný","00510530",1,"osoba","BARBORA KREJČÍ","právní-forma/801","Obec"
"42716870","Obec Koryta","42716870",1,"osoba","EVŽEN KOZÁK","právní-forma/801","Obec"
"00636185","Obec Čelechovice","00636185",1,"osoba","DAVID ŠIMONÍK","právní-forma/801","Obec"
"00580473","Obec Poběžovice u Přelouče","00580473",1,"osoba","PETR ŠEFRÁNEK","právní-forma/801","Obec"
"43313817","Obec Újezd u Plánice","43313817",1,"osoba","KATEŘINA VLADAŘOVÁ","právní-forma/801","Obec"
"00296066","Město Janov","00296066",1,"osoba","JAN BOROVEC","právní-forma/801","Obec"
"70810877","Obec Mouřínov","70810877",1,"osoba","VLADISLAV HORÁK","právní-forma/801","Obec"
"00296864","Obec Lhotka","00296864",1,"osoba","ZDENĚK KUBALA","právní-forma/801","Obec"
"00556378","Obec Očihov","00556378",1,"osoba","DENISA ŠTECHEROVÁ","právní-forma/801","Obec"
"00573591","Obec Poleň","00573591",1,"osoba","RADEK LIDINSKÝ","právní-forma/801","Obec"
"00296112","Obec Karlovice","00296112",1,"osoba","JANA HELEKALOVÁ","právní-forma/801","Obec"
"00296821","Obec Kozlovice","00296821",1,"osoba","MIROSLAV TOFEL","právní-forma/801","Obec"
"00534722","Obec Kyjovice","00534722",1,"osoba","ROMAN VAVREČKA","právní-forma/801","Obec"
"72086718","Obec Libhošť","72086718",1,"osoba","JIŘÍ PETROVSKÝ","právní-forma/801","Obec"
"00298158","Obec Luboměř","00298158",1,"osoba","JIŘÍ VLČEK","právní-forma/801","Obec"
"00300837","Obec Velké Heraltice","00300837",1,"osoba","PETR KUKOL","právní-forma/801","Obec"
"00298581","Obec Vřesina","00298581",1,"osoba","PETR ŘEHÁČEK","právní-forma/801","Obec"
"00296473","Obec Zátor","00296473",1,"osoba","SALOME SÝKOROVÁ","právní-forma/801","Obec"
"00600831","Obec Ženklava","00600831",1,"osoba","JAROSLAV PLAČEK","právní-forma/801","Obec"
"00302945","Město Loštice","00302945",1,"osoba","ŠÁRKA HAVELKOVÁ SEIFERTOVÁ","právní-forma/801","Obec"
"00268321","Město Světlá nad Sázavou","00268321",1,"osoba","FRANTIŠEK AUBRECHT","právní-forma/801","Obec"
"00290629","Město Třebíč","00290629",1,"osoba","PAVEL PACAL","právní-forma/801","Obec"
"00295671","Město Velké Meziříčí","00295671",1,"osoba","ALEXANDROS KAMINARAS","právní-forma/801","Obec"
"00295841","Město Žďár nad Sázavou","00295841",1,"osoba","MARTIN MRKOS","právní-forma/801","Obec"
"00287172","Město Holešov","00287172",1,"osoba","MILAN FRITZ","právní-forma/801","Obec"
"00284301","město Otrokovice","00284301",1,"osoba","HANA VEČERKOVÁ","právní-forma/801","Obec"
"00291463","Město Uherský Brod","00291463",1,"osoba","MIROSLAVA POLÁKOVÁ","právní-forma/801","Obec"
"00284611","Město Valašské Klobouky","00284611",1,"osoba","JOSEF BĚLAŠKA","právní-forma/801","Obec"
"00304387","Město Valašské Meziříčí","00304387",1,"osoba","ROBERT STRŽÍNEK","právní-forma/801","Obec"
"00511285","Obec Proseč","00511285",1,"osoba","RADEK JANEČEK","právní-forma/801","Obec"
"00582964","Obec Babice","00582964",1,"osoba","MARTIN FIALA","právní-forma/801","Obec"
"00267660","Obec Kozlov","00267660",1,"osoba","JOSEF BOROVSKÝ","právní-forma/801","Obec"
"00373796","Obec Krasonice","00373796",1,"osoba","PETR ONTOLČÍK","právní-forma/801","Obec"
"00267724","Obec Květinov","00267724",1,"osoba","ONDŘEJ SMOLÍK","právní-forma/801","Obec"
"00573701","Obec Únehle","00573701",1,"osoba","JIŘÍ BÁRTA","právní-forma/801","Obec"
"00574279","Obec Vlčí","00574279",1,"osoba","ONDŘEJ DUCHEK","právní-forma/801","Obec"
"00256315","Obec Zavlekov","00256315",1,"osoba","TOMÁŠ PREXL","právní-forma/801","Obec"
"00240893","Městys Lázně Toušeň","00240893",1,"osoba","LUBOŠ VALEHRACH","právní-forma/801","Obec"
"00231550","Městys Čechtice","00231550",1,"osoba","PAVEL HOLEJŠOVSKÝ","právní-forma/801","Obec"
"00241725","Městys ŠTĚCHOVICE","00241725",1,"osoba","KATEŘINA ROŽNÍČKOVÁ","právní-forma/801","Obec"
"43313884","Obec Nehodiv","43313884",1,"osoba","ZDENĚK JÍŠA","právní-forma/801","Obec"
"00636843","Městys Lukov","00636843",1,"osoba","MAREK LANGER","právní-forma/801","Obec"
"00294241","Obec Dolní Loučky","00294241",1,"osoba","JIŘÍ MAŠEK","právní-forma/801","Obec"
"00231347","Městská část Praha-Dolní Měcholupy","00231347",1,"osoba","JIŘÍ JINDŘICH","právní-forma/811","Městská část, městský obvod"
"00268810","Statutární město Hradec Králové","00268810",1,"osoba","PAVLÍNA SPRINGEROVÁ","právní-forma/801","Obec"
"00275387","Obec Skuhrov nad Bělou","00275387",1,"osoba","MILAN BÁRTA","právní-forma/801","Obec"
"00542270","Obec Rudice","00542270",1,"osoba","MIROSLAVA CHUPÍKOVÁ","právní-forma/801","Obec"
"00599247","Obec Prace","00599247",1,"osoba","PETR ŠIMARA","právní-forma/801","Obec"
"00292231","Obec Pustiměř","00292231",1,"osoba","VLASTIMIL SMÉKAL","právní-forma/801","Obec"
"00282537","Obec Říčany","00282537",1,"osoba","JAN STUDENÝ","právní-forma/801","Obec"
"00542881","Obec Rozsíčka","00542881",1,"osoba","PETR KLIMEŠ","právní-forma/801","Obec"
"00281077","Obec Šebrov - Kateřina","00281077",1,"osoba","RADEK KLOZ","právní-forma/801","Obec"
"00365432","Obec Skalička","00365432",1,"osoba","JIŘÍ MRÁZ","právní-forma/801","Obec"
"00241857","Městská část Praha-Zbraslav","00241857",1,"osoba","KATEŘINA PAVLÍKOVÁ","právní-forma/811","Městská část, městský obvod"
"00250821","Město Vlachovo Březí","00250821",1,"osoba","LUBOMÍR DRAGOUN","právní-forma/801","Obec"
"00259322","Město Horní Slavkov","00259322",1,"osoba","ALEXANDR TEREK","právní-forma/801","Obec"
"00251267","Obec Chrášťovice","00251267",1,"osoba","MARKÉTA VOJTOVÁ","právní-forma/801","Obec"
"00255009","Obec Stráž nad Ohří","00255009",1,"osoba","JANA VIKOVÁ","právní-forma/801","Obec"
"00512591","Obec Dražičky","00512591",1,"osoba","LUBOŠ BARTÁČEK","právní-forma/801","Obec"
"00239291","Obec Košík","00239291",1,"osoba","LUDĚK KUTMON","právní-forma/801","Obec"
"00255416","Obec Dlouhá Ves","00255416",1,"osoba","DUŠAN ROVŇAN","právní-forma/801","Obec"
"00234010","Obec Vysoký Újezd","00234010",1,"osoba","JANA BROUČKOVÁ","právní-forma/801","Obec"
"00372480","Obec Ježkovice","00372480",1,"osoba","PAVLÍNA GRMELOVÁ","právní-forma/801","Obec"
"00573663","Obec Prostiboř","00573663",1,"osoba","BARBORA NOVÁKOVÁ","právní-forma/801","Obec"
"00257192","Obec Seč","00257192",1,"osoba","HELENA CHYTRÁ","právní-forma/801","Obec"
"00572438","Obec Spáňov","00572438",1,"osoba","VOJTĚCH JÍROVEC","právní-forma/801","Obec"
"18246079","Obec Štichovice","18246079",1,"osoba","VÁCLAVA ŠALOUNOVÁ","právní-forma/801","Obec"
"00285595","Městys Batelov","00285595",1,"osoba","LENKA CHARVÁTOVÁ","právní-forma/801","Obec"
"00286311","Městys Nová Říše","00286311",1,"osoba","JIŘÍ FIC","právní-forma/801","Obec"
"00568597","Obec Komárov","00568597",1,"osoba","MARIA ZAPLETALOVÁ","právní-forma/801","Obec"
"00274542","Obec Veliny","00274542",1,"osoba","LUKÁŠ JANEČEK","právní-forma/801","Obec"
"00279731","Obec Voděrady","00279731",1,"osoba","JAN GABRHEL","právní-forma/801","Obec"
"00274607","Obec Vysoké Chvojno","00274607",1,"osoba","JIŘÍ VOBORNÍK","právní-forma/801","Obec"
"00270971","Obec Střemošice","00270971",1,"osoba","RADEK JANOUŠEK","právní-forma/801","Obec"
"00271161","Obec Vojtěchov","00271161",1,"osoba","JAROSLAV KYNCL","právní-forma/801","Obec"
"00256102","Město Strážov","00256102",1,"osoba","JOSEF ROUSEK","právní-forma/801","Obec"
"00287784","Obec Střížovice","00287784",1,"osoba","ANTONÍN ŠIŠKA","právní-forma/801","Obec"
"00295205","Obec Radešínská Svratka","00295205",1,"osoba","LADISLAV MIČKA","právní-forma/801","Obec"
"48527475","Obec Radotice","48527475",1,"osoba","FRANTIŠEK PLÁT","právní-forma/801","Obec"
"00290378","Obec Rouchovany","00290378",1,"osoba","VLADIMÍR ČERNÝ","právní-forma/801","Obec"
"00373907","Obec Rybné","00373907",1,"osoba","JOSEF VACEK","právní-forma/801","Obec"
"00249050","Obec Senožaty","00249050",1,"osoba","LADISLAV MAREŠ","právní-forma/801","Obec"
"00378607","Obec Slavičky","00378607",1,"osoba","ŠÁRKA HOTOVÁ","právní-forma/801","Obec"
"00366129","Obec Železné","00366129",1,"osoba","RADOMÍR PAVLÍČEK","právní-forma/801","Obec"
"00282677","Obec Telnice","00282677",1,"osoba","LEONA BÍMOVÁ","právní-forma/801","Obec"
"00635677","Obec Hlušovice","00635677",1,"osoba","EVA JURKOVÁ","právní-forma/801","Obec"
"00302872","Obec Lesnice","00302872",1,"osoba","JIŘÍ CHLEBNÍČEK","právní-forma/801","Obec"
"00509019","Obec Plužná","00509019",1,"osoba","KATEŘINA MACOUNOVÁ","právní-forma/801","Obec"
"00267805","Obec Lípa","00267805",1,"osoba","JIŘÍ KUNC","právní-forma/801","Obec"
"00842231","Obec Nové Dvory","00842231",1,"osoba","MARTIN ŠMÍD","právní-forma/801","Obec"
"00580031","Obec Podmoky","00580031",1,"osoba","MIROSLAV RONOVSKÝ","právní-forma/801","Obec"
"00259306","Obec Dolní Nivy","00259306",1,"osoba","PAVEL HRYSZ","právní-forma/801","Obec"
"00572748","Obec Stará Voda","00572748",1,"osoba","EVA PROCHÁZKOVÁ","právní-forma/801","Obec"
"00302988","Obec Maletín","00302988",1,"osoba","PETR POSPĚCH","právní-forma/801","Obec"
"00532088","Obec Brumov","00532088",1,"osoba","JIŘÍ SEDLÁK","právní-forma/801","Obec"
"00207438","Obec Komňa","00207438",1,"osoba","MARIE KROČILOVÁ","právní-forma/801","Obec"
"00233579","Obec Měňany","00233579",1,"osoba","MIROSLAV DOUŠA","právní-forma/801","Obec"
"00509761","Obec Mořinka","00509761",1,"osoba","MARTINA BARCHÁNKOVÁ","právní-forma/801","Obec"
"00233650","Obec Nový Jáchymov","00233650",1,"osoba","DAGMAR VLACHOVÁ","právní-forma/801","Obec"
"00636151","Obec Buk","00636151",1,"osoba","JAROSLAV VRTĚLKA","právní-forma/801","Obec"
"00302538","Obec Dubicko","00302538",1,"osoba","VÁCLAV HAMPL","právní-forma/801","Obec"
"00240974","Obec Větrušice","00240974",1,"osoba","MICHAEL BUCHAR","právní-forma/801","Obec"
"00232700","Obec Soběhrdy","00232700",1,"osoba","PAVEL BARTÍK","právní-forma/801","Obec"
"00579572","Obec Kukle","00579572",1,"osoba","VLADISLAVA LUŇÁČKOVÁ","právní-forma/801","Obec"
"00270571","Obec Načešice","00270571",1,"osoba","TOMÁŠ MAREČEK","právní-forma/801","Obec"
"00247171","Obec Novosedly nad Nežárkou","00247171",1,"osoba","FILIP MENCL","právní-forma/801","Obec"
"00511684","Obec Osek","00511684",1,"osoba","MARTIN ČUNÁT","právní-forma/801","Obec"
"00276201","Obec Troskovice","00276201",1,"osoba","MARTIN SVADBÍK","právní-forma/801","Obec"
"00673081","Obec Vrchovany","00673081",1,"osoba","JAROSLAV KŘUPALA","právní-forma/801","Obec"
"00296538","Město Brušperk","00296538",1,"osoba","LUCIE KRÁTKÁ","právní-forma/801","Obec"
"00576107","Obec Hlinka","00576107",1,"osoba","MARCEL CHOVANČÁK","právní-forma/801","Obec"
"00666467","Obec Klec","00666467",1,"osoba","VLASTIMIL ŠTĚRBA","právní-forma/801","Obec"
"00842583","Obec Vídeň","00842583",1,"osoba","MARTIN VÁVRA","právní-forma/801","Obec"
"00286893","Obec Vyskytná nad Jihlavou","00286893",1,"osoba","HANA PROVÁZKOVÁ","právní-forma/801","Obec"
"00837296","Obec Šarovy","00837296",1,"osoba","FRANTIŠEK LANGR","právní-forma/801","Obec"
"48527408","Obec Bačkovice","48527408",1,"osoba","MIROSLAVA RAABOVÁ","právní-forma/801","Obec"
"00599280","Obec Bohdalec","00599280",1,"osoba","STANISLAV KUČERA","právní-forma/801","Obec"
"00489450","Obec Březí","00489450",1,"osoba","ONDŘEJ JUN","právní-forma/801","Obec"
"00511218","Obec Bystrá","00511218",1,"osoba","STANISLAV DOMÁNEK","právní-forma/801","Obec"
"47248971","Obec Čelistná","47248971",1,"osoba","LUBOŠ KUMŽÁK","právní-forma/801","Obec"
"00639788","Obec Břežany","00639788",1,"osoba","PAVEL ŠKRLE","právní-forma/801","Obec"
"00242306","Obec Chotilsko","00242306",1,"osoba","STANISLAV HRBEK","právní-forma/801","Obec"
"00241164","Obec Dobrovíz","00241164",1,"osoba","JANA KRUPIČKOVÁ","právní-forma/801","Obec"
"00299456","Obec Slatinice","00299456",1,"osoba","ONDŘEJ MIKMEK","právní-forma/801","Obec"
"00302104","Obec Troubky","00302104",1,"osoba","MARTIN FRGAL","právní-forma/801","Obec"
"48471828","Obec Březnice","48471828",1,"osoba","JOSEF HUTĚČKA","právní-forma/801","Obec"
"00239127","Obec Hradčany","00239127",1,"osoba","LADISLAV KÁNINSKÝ","právní-forma/801","Obec"
"00231801","Obec Hulice","00231801",1,"osoba","MARTIN KAPEK","právní-forma/801","Obec"
"00253138","Obec Vodice","00253138",1,"osoba","JOSEF NOVÁK","právní-forma/801","Obec"
"00280097","Městys Černá Hora","00280097",1,"osoba","PETRA ŠVANCAROVÁ","právní-forma/801","Obec"
"00368687","Obec Zlámanec","00368687",1,"osoba","JIŘÍ CHMELA","právní-forma/801","Obec"
"00233153","Obec Březová","00233153",1,"osoba","JAKUB MARTINÁK","právní-forma/801","Obec"
"00498602","Obec Čejkovice","00498602",1,"osoba","MIROSLAV KUNÁŠEK","právní-forma/801","Obec"
"00509647","Obec Chlustina","00509647",1,"osoba","RADOSLAVA PROCHÁZKOVÁ","právní-forma/801","Obec"
